gvkey,iid,datadate,tic,ajexdi,prccd
007154,01,19910813,MCD,4.0000,32.6250
007154,01,19910814,MCD,4.0000,32.1250
007154,01,19910815,MCD,4.0000,32.1250
007154,01,19910816,MCD,4.0000,32.0000
007154,01,19910819,MCD,4.0000,31.0000
007154,01,19910820,MCD,4.0000,31.0000
007154,01,19910821,MCD,4.0000,32.0000
007154,01,19910822,MCD,4.0000,32.2500
007154,01,19910823,MCD,4.0000,32.7500
007154,01,19910826,MCD,4.0000,32.6250
007154,01,19910827,MCD,4.0000,32.5000
007154,01,19910828,MCD,4.0000,32.8750
007154,01,19910829,MCD,4.0000,33.2500
007154,01,19910830,MCD,4.0000,32.6250
007154,01,19910903,MCD,4.0000,32.5000
007154,01,19910904,MCD,4.0000,31.7500
007154,01,19910905,MCD,4.0000,31.5000
007154,01,19910906,MCD,4.0000,31.3750
007154,01,19910909,MCD,4.0000,32.0000
007154,01,19910910,MCD,4.0000,32.1250
007154,01,19910911,MCD,4.0000,32.5000
007154,01,19910912,MCD,4.0000,33.1250
007154,01,19910913,MCD,4.0000,32.6250
007154,01,19910916,MCD,4.0000,33.0000
007154,01,19910917,MCD,4.0000,32.6250
007154,01,19910918,MCD,4.0000,32.8750
007154,01,19910919,MCD,4.0000,32.8750
007154,01,19910920,MCD,4.0000,33.2500
007154,01,19910923,MCD,4.0000,33.6250
007154,01,19910924,MCD,4.0000,33.3750
007154,01,19910925,MCD,4.0000,34.6250
007154,01,19910926,MCD,4.0000,35.2500
007154,01,19910927,MCD,4.0000,35.1250
007154,01,19910930,MCD,4.0000,35.0000
007154,01,19911001,MCD,4.0000,34.8750
007154,01,19911002,MCD,4.0000,35.3750
007154,01,19911003,MCD,4.0000,35.0000
007154,01,19911004,MCD,4.0000,35.1250
007154,01,19911007,MCD,4.0000,34.8750
007154,01,19911008,MCD,4.0000,34.8750
007154,01,19911009,MCD,4.0000,34.3750
007154,01,19911010,MCD,4.0000,34.8750
007154,01,19911011,MCD,4.0000,35.2500
007154,01,19911014,MCD,4.0000,35.6250
007154,01,19911015,MCD,4.0000,35.7500
007154,01,19911016,MCD,4.0000,36.1250
007154,01,19911017,MCD,4.0000,36.5000
007154,01,19911018,MCD,4.0000,37.2500
007154,01,19911021,MCD,4.0000,36.0000
007154,01,19911022,MCD,4.0000,35.0000
007154,01,19911023,MCD,4.0000,35.0000
007154,01,19911024,MCD,4.0000,34.7500
007154,01,19911025,MCD,4.0000,34.2500
007154,01,19911028,MCD,4.0000,34.7500
007154,01,19911029,MCD,4.0000,35.6250
007154,01,19911030,MCD,4.0000,35.2500
007154,01,19911031,MCD,4.0000,34.7500
